Company_Name,Dependent-Company Status,year of founding,Age of company in years,Internet Activity Score,Short Description of company profile,Industry of company,Focus functions of company,Investors,Employee Count,Has the team size grown,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Co-founders,Number of of advisors,Team size all employees,Number of  Sales Support material,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Focus on private or public data?,Local or global player,Machine Learning based business,Average Years of experience for founder and co founder,Highest education,Years of education,Specialization of highest education,Skills score,Employee benefits and salary structures,Company awards,Client Reputation,Number of Direct competitors,Last round of funding received (in milionUSD)
Company367,Success,2011,3,33,Social media gamification,E-Commerce|Analytics|Social Networking|Marketing,,,2,,,,United Kingdom,Europe,0,1,0,10,No Info,No Info,No Info,No Info,Service,Public,GLOBAL,Yes,Medium,No Info,No Info,,35,No Info,No Info,Low,3,No Info
Company368,Failed,No Info,No Info,144,Media Hosting,Network / Hosting / Infrastructure|Publishing,web,,,No,,,United States,North America,1,2,0,No Info,Nothing,Yes,No,Yes,Product,no,local,No,High,Masters,21,mangement,15,No Info,No,No Info,4,No Info
Company369,Success,2007,7,702,SaaS Marketing Automation,Analytics|Marketing,analytics,,197,yes,,,United States,North America,1,2,0,5000,low,Yes,No,Yes,Product,no,GLOBAL,No,High,Bachelors,18,arts,21,No Info,No,No Info,2,No Info
Company370,Failed,2010,4,-6,YouTube for pictures,Analytics|Social Networking|Network / Hosting / Infrastructure,MARKETING,,0,No,,,France,Europe,1,1,0,1,low,Yes,No,No,Product,Public,LOCAL,No,Medium,Masters,21,technology,13,No Info,No,No Info,2,No Info
Company371,Failed,2012,2,68,Cloud Virtualized DataCenter Analysis,Cloud Computing|Analytics,software ,GCP Capital Partners,14,YES,04/02/2014,1200000,Austria,Europe,0,2,0,14,medium,Yes,No,Yes,Product,Both,global,No,High,Masters,21,management,25,No Info,No,Medium,0,1.2
Company372,Success,2010,4,154,Predictive Analytics for Online Media,Media|Analytics,analytics,Lerer Ventures|SV Angel|Kima Ventures|NYC Seed|IA Ventures|SoftBank,5,No,1/26/2012,1700000,United States,North America,4,2,0,3,Nothing,No,No,Yes,Product,Both,local,No,High,Bachelors,18,fine arts,25,No Info,No,Medium,0,1.7
Company373,Success,2008,6,3,,,analytics,Rho Capital Partners,2,No,07/07/2010,3750000,United States,North America,0,3,0,3,low,Yes,No,Yes,Product,Both,local,No,High,Masters,21,business,14,No Info,No,Low,0,3.75
Company374,Failed,2005,9,126,Enterprise Ready Social Media Monitoring,,analytics,In-Q-Tel|Investor Growth Capital|Ignition Partners|WPP|Centurion Holdings,89,yes,11/12/2013,1402652,United States,North America,0,3,1,87,high,Yes,No,Yes,Service,no,global,No,High,Bachelors,18,economics,25,Average,Yes,Low,3,24
Company375,Failed,2008,6,0,The Bloomberg of Wind,Energy,analytics,James P. Lang|Paul Chernick|Mass Clean Energy Center,,No,01/01/2010,1025000,United States,North America,0,1,0,1,medium,Yes,No,Yes,Service,Both,local,No,High,Masters,21,marketing,14,No Info,No,Low,0,1
Company376,Success,No Info,,60,,,curated web,Sutter Hill Ventures|Trinity Ventures|Pejman Nozad,,No,01/01/2006,6700000,United States,North America,0,0,0,10,Nothing,Yes,No,Yes,Product,no,global,No,High,Masters,21,business,17,No Info,No,Low,2,6.7
Company377,Success,No Info,,-182,,Cloud Computing|Media,social,Greylock Partners|Gemini Israel Funds,,No,07/01/2007,2000000,Israel,Asia,1,1,0,12,Nothing,No,No,Yes,Product,no,local,No,High,No Info,No Info,,0,No Info,No,No Info,2,2
Company378,Failed,2007,7,0,,Entertainment|Media,operation,Evergreen Venture Partners|Sefi Visiger|Yair Goldfinger|Arik Vardi|Eilon Tirosh,,No,06/01/2007,3500000,Israel,Asia,0,2,0,9,Nothing,Yes,No,Yes,Product,no,local,No,High,No Info,No Info,,19,No Info,No,No Info,3,1
Company379,Success,2010,4,61,Customer Service Wiki,,operation,True Ventures|Bullpen Capital|500 Startups|Founder Collective|Lowercase Capital|Felicis Ventures|SV Angel|Mark Goines|Russ Siegelman|Naval Ravikant|Shervin Pishevar|Joe Beninato|Transmedia Capital,0,No,2/28/2012,2700000,United States,North America,12,0,0,1,Nothing,Yes,No,Yes,Product,no,local,No,High,Bachelors,18,aerospace,20,No Info,No,No Info,0,2.7
Company380,Success,2005,9,1,free social web browser,,operation,Bessemer Venture Partners|Shasta Ventures|Catamount Ventures|Fidelity Ventures,33,No,5/22/2008,15000000,United States,North America,0,3,0,31,Nothing,No,No,Yes,Product,no,local,No,High,Bachelors,18,law,23,Very Good,No,No Info,4,15
Company381,Failed,2011,3,113,Saving the world one pixel at a time,CleanTech|Energy,operation,Flash Forward Ventures,26,yes,06/05/2012,14000000,United States,North America,0,3,0,20,Nothing,No,No,Yes,Product,no,global,No,High,No Info,No Info,,25,No Info,No,No Info,3,1
Company382,Failed,2011,3,119,"Big Data, Better Health",Healthcare|Analytics|Mobile|Food & Beverages,operation,Khosla Ventures|True Ventures|Romulus Capital|TechStars|Rock Health|James Joaquin|Walt Winshall|Bill Warner|Ty Curry|Kapor Capital|Eniac Ventures|LaunchCapital|Richard Dale,21,yes,11/28/2012,6500000,United States,North America,12,4,0,26,Nothing,No,No,No,Product,no,local,No,High,No Info,No Info,no,21,Average,No,No Info,0,6.5
Company383,Failed,2010,4,169,Real time healthcare market research,Healthcare|Market Research|Mobile,operation,LaunchPad Venture Group|Walnut Venture Associates|Nauta Capital,28,yes,09/05/2012,2200000,United States,North America,0,4,0,30,Nothing,Yes,No,Yes,Product,Both,local,No,High,Bachelors,18,nursing,25,No Info,No,Low,0,2.2
Company384,Failed,2010,4,516,Salesforce Analytics for SMBs,Human Resources (HR)|Analytics|Marketing|Career / Job Search,operation,Atlas Venture|NextView Ventures|GrandBanks Capital|CommonAngels|Michael McDerment|Dharmesh Shah|Draper Fisher Jurvetson (DFJ)|Salesforce|Bessemer Venture Partners,71,yes,06/04/2013,8000000,United States,North America,6,6,7,74,Nothing,No,No,Yes,Product,no,global,No,High,Masters,21,business,0,Very Good,No,High,0,8
Company385,Failed,2011,3,329,Social Media Marketing,,analytics,RBC Venture Partners|Gibraltar Business Capital|Blue Chip Venture Company|Idealab|Oak Investment Partners|Stripes Group|TA Associates,46,No,05/07/2013,8000000,United States,North America,2,3,3,56,Nothing,Yes,No,Yes,Product,Both,local,No,High,Masters,21,business,25,No Info,No,Medium,0,18
Company386,Failed,No Info,,81,,Healthcare,analytics,Enhanced Equity Fund|Radius Ventures,88,yes,4/27/2010,7000000,United States,North America,0,1,2,94,Nothing,Yes,No,Yes,Service,no,local,No,High,Masters,21,business,25,No Info,No,No Info,0,7
Company387,Failed,2006,8,263,big data platform,,analytics,Matrix Partners|Sutter Hill Ventures|Costanoa Venture Capital,139,No,09/01/2010,30000000,United States,North America,0,4,2,143,low,Yes,No,No,Service,Both,local,No,Medium,Masters,21,business,25,Good,Yes,No Info,0,30
Company388,Failed,2010,4,367,World's best data scientists,Software Development|Analytics,analytics,Index Ventures|Khosla Ventures|SV Angel|Yuri Milner|Max Levchin|Hal Varian|Gil Elbaz|Data Collective|Voyager Capital|Naval Ravikant|Founders Den,26,yes,11/02/2011,11000000,United States,North America,0,2,0,28,low,No,No,No,Service,Both,global,No,Medium,Masters,21,economics,18,No Info,No,Medium,0,11
Company389,Failed,2009,5,357, Daa Management Platform,Media,management,Accel Partners|IDG Ventures|The Entrepreneurs' Fund III,39,No,9/21/2011,11000000,United States,North America,0,2,2,41,medium,No,No,Yes,Product,Both,local,No,High,Masters,21,cs,21,No Info,No,No Info,1,11
Company390,Failed,No Info,,75,,Analytics,analytics,Fortisure Ventures,63,yes,05/07/2012,2250000,United States,North America,0,1,1,74,low,Yes,No,No,Product,no,local,No,High,Masters,21,business,25,Good,No,No Info,1,2
Company391,Failed,No Info,,241,Unified Data Platform,,analytics,Sigma West|Creandum,,yes,03/12/2014,5200000,United States,North America,1,2,2,18,Nothing,Yes,No,Yes,Product,Both,local,No,High,Masters,21,engg,25,No Info,No,No Info,1,5.2
Company392,Failed,2008,6,-19,,energy|analytics,analytics,Felicis Ventures,18,No,07/02/2012,3000000,United States,North America,0,2,1,20,Nothing,Yes,No,Yes,Product,no,local,No,High,Bachelors,18,engg,13,No Info,No,No Info,0,4.7
Company393,Failed,2011,3,-37,College Prep Done Right,Education,operation,,0,,,,United States,North America,0,3,0,No Info,No Info,No,No,Yes,Service,no,local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company394,Failed,2010,4,-62,,Search,,,2,,5/20/2010,200000,,,1,1,0,No Info,No Info,No,No,Yes,Product,no,local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company395,Failed,No Info,,,,,security,,,,,,,,0,0,1,No Info,No Info,No,No,Yes,Service,no,local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company396,Failed,2006,8,0,,Advertising,advertising,,,,,,United States,North America,0,1,0,No Info,No Info,Yes,No,Yes,Service,no,local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company397,Failed,2009,5,-4,,Advertising|Mobile|Marketing,advertising,,,,,,United States,North America,0,2,1,No Info,No Info,Yes,No,Yes,Service,no,local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company398,Failed,2008,6,16,Email ad targeting network,Email,advertising,European Founders Fund|Auren Hoffman|Patrick McKenna|Oliver Jung|Lukasz Gadowski|Javelin Venture Partners,,,5/15/2009,1000000,United States,North America,6,2,1,No Info,No Info,Yes,No,Yes,Service,no,local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company399,Failed,2013,1,22,,Advertising|Marketing|Search,marketing,,,,04/01/2004,100000,Canada,North America,1,2,0,No Info,No Info,Yes,No,Yes,Service,no,local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company400,Failed,2007,7,0,Marketing Performance Technology,Advertising|Marketing,marketing,David Shen,,,2/15/2007,500000,United States,North America,1,1,0,No Info,No Info,Yes,No,Yes,Service,no,local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company401,Failed,No Info,,-8,,,advertising,Norwest Venture Partners|Alloy Ventures,,,08/01/2007,10250000,United States,North America,0,3,0,No Info,No Info,Yes,No,Yes,Service,no,local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company402,Failed,No Info,,,,,,,,,,,,,2,0,0,No Info,No Info,No,No,Yes,No Info,no,local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company403,Failed,2009,5,-69,Complete Blog marketing Solution,Advertising|Marketing,,Arizona Technology Investor Forum,1,,03/02/2010,1000000,United States,North America,1,1,0,No Info,No Info,Yes,No,Yes,No Info,no,No Info,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company404,Failed,2005,9,46,Independent Film Distribution,,search,Silverton Partners|Steven Bochco|Joshua Baer|FLOODGATE|Valhalla Partners|Bill Apfelbaum|Floodgate Fund,,,11/14/2008,4250000,United States,North America,0,2,3,No Info,No Info,Yes,No,Yes,Product,no,local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company405,Failed,No Info,,,,,,,,,,,,,1,0,0,No Info,No Info,Yes,No,Yes,Product,no,local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company406,Failed,No Info,,,,,social network,,,,,,,,0,3,0,No Info,No Info,Yes,No,Yes,No Info,no,local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company407,Failed,No Info,,,,,ecommerce,,,,,,,,0,1,0,No Info,medium,No,No,No Info,No Info,no,local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company408,Failed,No Info,,,,,,,,,,,,,1,1,0,No Info,No Info,Yes,No,Yes,Service,no,local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company409,Failed,No Info,,,,,,,,,,,,,0,1,0,No Info,No Info,Yes,No,Yes,Service,no,local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company410,Failed,No Info,,-7,music social networking,Music|Mobile,entertainment,News Corp|Wellcome Trust,16,,03/07/2011,77000000,United States,North America,0,1,0,No Info,No Info,Yes,No,Yes,Service,no,local  ,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company411,Failed,2008,6,-12,Entertainment Based Social Networking,Social Networking|Music|Entertainment|Media,,Clinton Wu,1,,5/20/2013,175000,United States,North America,0,1,0,No Info,No Info,Yes,No,No Info,Service,no,local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company412,Failed,No Info,,-58,,,,Mayfield Fund|First Round Capital|Foundation Capital,4,,7/23/2009,4500000,United States,North America,0,3,1,No Info,No Info,Yes,No,Yes,Service,no,local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company413,Failed,No Info,,,,,,,,,,,,,0,2,0,No Info,No Info,Yes,No,Yes,Service,no,local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company414,Failed,No Info,,,,,enterprise,,,,,,,,1,1,0,No Info,No Info,Yes,No,Yes,Service,no,local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company415,Failed,2011,3,-4,Billing for web hosts,Network / Hosting / Infrastructure|Telecommunications|Enterprise Software,billing,,0,,,,United States,North America,0,2,0,No Info,No Info,No,No,Yes,Service,no,local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company416,Failed,2008,6,-53,,,Server Design,Austin Ventures|Vulcan Capital|Texas Instruments|Battery Ventures|Flybridge Capital Partners|Highland Capital Partners,92,,10/09/2012,55000000,United States,North America,No Info,3,0,No Info,low,Yes,No,No,Both,Both,Local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company417,Failed,2007,7,-283,Enterprise Cloud Storage Company,Cloud Computing,,Mission Ventures|Valhalla Partners|Windward Ventures|Intel Capital|European Founders Fund|Khosla Ventures,17,,05/03/2012,25000000,United States,North America,No Info,0,0,No Info,low,No Info,No Info,No Info,Both,Private,Local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company418,Failed,2003,11,-16,Encrypted email service,Email|Marketing,,DCM|Emergence Capital Partners|SoftBank Capital|Bessemer Venture Partners|Omidyar Network,3,,01/12/2009,5000000,United States,North America,No Info,1,10,No Info,low,No,No,No,Product,No Info,No Info,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company419,Failed,2005,9,-369,Cloud Database,Cloud Computing|E-Commerce,,Benchmark|Giza Venture Capital|Ignition Partners|Trilogy Equity Partnership,18,No,10/15/2012,4000000,United States,North America,No Info,0,0,40,low,No Info,No Info,No Info,Product,Public,Global,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company420,Failed,2007,7,0,Mobile Payment Services,Mobile,,Lightspeed Venture Partners|Balderton Capital,6,No,10/30/2009,20000000,United States,North America,No Info,1,0,25,No Info,No Info,No Info,No Info,Product,No Info,No Info,No Info,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company421,Failed,1997,17,224,collaborative business software,,,Bay Partners|Kennet Partners|King Street Partners|Wolf Bay Holdings|Genevest Consulting Group,128,Yes,6/15/2009,2000000,United States,North America,No Info,0,0,150,low,No Info,No Info,No Info,Both,No Info,No Info,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company422,Failed,2006,8,-91,Customer Feedback & Email Marketing,Network / Hosting / Infrastructure|Marketing,"sales, marketing and customer service",.406 Ventures|Prism Venture Management|Castile Ventures,2,No,8/20/2010,7000000,United States,North America,No Info,0,0,45,low,No Info,No Info,No Info,Service,Both,Local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company423,Failed,No Info,,,,,Sales & Marketing,,,No,,,,,No Info,2,0,40,low,Yes,No,Yes,Both,Private,Local,No Info,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company424,Failed,No Info,,1,Social Network Applications,,,Matrix Partners|Bob Lisbonne|Maveron,1,,02/01/2008,6000000,United States,North America,No Info,2,0,No Info,No Info,No Info,No Info,No Info,Product,No Info,No Info,No Info,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company425,Failed,No Info,,-3,Behavioral advertising network,Advertising|Analytics,,SoftBank Capital|US Venture Partners|Crosslink Capital|Sand Hill Capital,,,5/16/2008,6600000,United States,North America,No Info,0,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company426,Failed,2008,6,-89,Eco-conscious ecommerce for moms,E-Commerce|Food & Beverages,,Jody Sherman|Balaji Gopinath|Robert Beck|Dr. Alan Altman|Dennis Ives|Dave McClure|Mark Suster|500 Startups|David Pell|Tom McInerney|Paige Craig|Andy Rankin|Clark Landry|Alex Karelin|Matt Coffin|3 Wise Ventures|Josh Reznick|Sizhao Yang|Jamie Weissenborn|Kima Ventures|David Steakley|Michael French|Matthew French|Roger Dickey|Maneesh Arora|Tom & Peggy Richie|Don Dodge|Fabrice Grinda|Jose Marin|Michael Lambert|Othman Laraki|Ralph Mack|Chan & Asha Joshi|Erik Moore|Michael Kantor|Olivier Grinda|Venture51|Embarcadero Ventures|Tony Hsieh|Chamath Palihapitiya|Rohan Oza|Matias de Tezanos|Walter Kortschak|Troy Carter|Roham Gharegozlou|Cue Ball|NALA Investments|Crosslink Capital|Reza Hussein|AFSquare,6,No,8/14/2012,4700000,United States,North America,No Info,0,0,60,No Info,No Info,No Info,No Info,Service,Public,No Info,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company427,Failed,2011,3,-228,,E-Commerce,,Polaris Venture Partners|Harrison Metal Capital|Greylock Partners|Forerunner Ventures|Arjun Sethi|Dave Morin|Matt Mullenweg|Red Swan|Polaris Partners|Slow Ventures,6,,3/20/2012,5500000,United States,North America,No Info,1,0,No Info,low,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company428,Failed,2007,7,-2,,,,Jawed Karim|Kevin Hartz|Keith Rabois|D.E. Shaw & Co.|FLOODGATE|Floodgate Fund,,,9/24/2010,1512066,United States,North America,No Info,0,0,No Info,low,No Info,No Info,No Info,No Info,No Info,No Info,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company429,Failed,No Info,,,,,Marketing,,,,,,,,No Info,1,0,6,No Info,Yes,No,No,Service,Private,Local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company430,Failed,No Info,,7,,Social Networking,,,,,,,Canada,North America,No Info,0,0,No Info,No Info,No Info,No Info,No Info,Service,Private,Local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company431,Failed,No Info,,-61,,,,Intel Capital|TransCosmos|Louis Monier|Frank Caufield|Ron Conway|Michael Tanne|RSS Investors Fund|Jeff Clavier,,,07/01/2007,5000000,United States,North America,0,3,1,10,No Info,Yes,No,No,Service,Private,Local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company432,Failed,2005,9,-10,,Social Networking,,Charles River Ventures|Humana Inc.|Intel Capital|Sequoia Capital|General Catalyst Partners,6,,03/01/2007,22000000,United States,North America,0,1,0,40,No Info,Yes,No,No,Service,Private,Local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company433,Failed,No Info,,-2,Group VoIP Calling,Telecommunications,,,,,,,,,No Info,1,0,No Info,No Info,No,No,No,Service,Private,Local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company434,Failed,No Info,,,,,,,,,,,,,No Info,1,0,No Info,No Info,Yes,No,Yes,Service,No Info,Local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company435,Failed,No Info,,-13,Targeted Mobile Advertising,Music,Marketing,Sutter Hill Ventures|Hercules Technology Growth Capital,2,,01/01/2008,7000000,United States,North America,0,2,1,10,No Info,Yes,No,No,Service,Private,Local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company436,Failed,2009,5,110,Sample Sale Aggregator,E-Commerce,Marketing,Greenhill SAVP,0,,4/19/2010,500000,United States,North America,No Info,1,1,5,No Info,No,No,No,Service,Public,Global,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company437,Failed,2005,9,42,visual search engine,Search,Search Engine,Sequoia Capital|DAG Ventures|Lehman Brothers|Deep Fork Advisors|Lachlan Murdoch|Randy Adams|Mark Kvamme|Tom Banahan,1,,05/01/2009,3314300,United States,North America,0,2,2,55,No Info,Yes,Yes,Yes,Service,Public,Global,Yes,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company438,Failed,No Info,,,,,Music,,,,,,,,0,3,0,15,No Info,No,No,No,Service,Private,Global,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company439,Failed,2010,4,30,"Social, location-based games",Gaming|Entertainment|Mobile,Operations,TechStars,0,No,11/01/2010,12000,United States,North America,No Info,1,0,3,low,No,No,No,Product,Private,Local,Yes,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company440,Failed,No Info,,,,,Operations,,,No,,,,,No Info,2,1,4,low,No,No,No,Product,Private,Local,Yes,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company441,Failed,No Info,,,,,Operations,,,No,,,,,No Info,1,0,4,medium,No,No,Yes,Service,Private,Local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company442,Failed,2008,6,-62,The right to ask questions,,operations,Vaizra Seed Fund|Quotidian Ventures|Esther Dyson|TechStars,4,No,01/11/2012,500000,United States,North America,No Info,1,0,9,high,No,No,No,Product,Private,Local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company443,Failed,2011,3,-72,Keep track of everything you want,E-Commerce,Marketing,TechStars|Ludlow Ventures|Great Oaks Venture Capital|Social Starts|RRE Ventures|Google Ventures|Quotidian Ventures|The Iron Yard,3,No,08/09/2012,1000000,United States,North America,No Info,2,0,4,medium,No,No,No,Service,Private,Local,Yes,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company444,Failed,2011,3,0,Email powered applications,Email|Software Development,Operations,TechStars,,No,,,,,No Info,2,0,3,low,Yes,No,No,Product,Private,Local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company445,Failed,No Info,,,,,Operations,,,No,,,,,No Info,1,0,4,low,No,No,No,Product,Private,Local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company446,Failed,2009,5,-24,Choose the price you pay for lux fashion,,"Marketing,Sales",TechStars,,No,01/01/2011,18000,United States,North America,No Info,2,3,6,low,No,No,No,Service,Private,Local,Yes,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company447,Failed,No Info,,,,,Operations,,,No,,,,,No Info,1,0,3,medium,No,No,No,Product,Private,Local,Yes,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company448,Failed,No Info,,,,,Operations,,,Yes,,,,,No Info,0,0,13,medium,No,No,No,Product,Private,Global,Yes,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company449,Failed,No Info,,-56,,Advertising,Operations,,,No,,,United States,North America,No Info,0,2,5,medium,Yes,No,No,Service,Private,Local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company450,Failed,No Info,,,,,"Marketing,Sales",,,No,,,,,No Info,1,0,4,low,No,No,No,Service,Private,Local,Yes,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company451,Failed,2005,9,31,Solar installation maker,Energy,"Production,sales",U.S. Department of Energy|Argonaut Ventures|US Venture Partners|CMEA Capital|Redpoint Ventures|RockPort Capital Partners,170,Yes,6/16/2011,10660000,United States,North America,No Info,0,1,1100,low,Yes,No,Yes,Product,Private,Local,Yes,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company452,Failed,No Info,,,,,Operations,,,No,,,,,No Info,3,0,90,medium,Yes,No,No,Service,Private,Local,Yes,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company453,Failed,No Info,,,,,Sales,,,Yes,,,,,No Info,0,1,800,high,Yes,No,No,Service,Private,Global,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company454,Failed,2006,8,0,,Gaming,Marketing,,,No,12/01/2007,,United States,North America,No Info,1,0,5,low,Yes,No,No,Product,Private,Local,Yes,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company455,Failed,No Info,,,,,Operations,,,No,,,,,No Info,0,3,15,low,No,No,No,Product,Private,Local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company456,Failed,No Info,,,,,Marketing,,,No,,,,,No Info,0,0,7,medium,No,No,No,Service,Private,Local,Yes,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company457,Failed,No Info,,-24,Ruby testing tools,Cloud Computing,Operations,David G. Cohen|O'Reilly AlphaTech Ventures|TechStars,,No,10/01/2008,500000,United States,North America,No Info,0,1,6,medium,No,No,No,Product,Private,Local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company458,Failed,No Info,,,,,Operations,,,No,,,,,No Info,2,0,7,medium,No,No,No,Product,Private,Local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company459,Failed,No Info,,1,Web-enabled Baby Monitors,Transportation,,TechStars,1,,09/10/2009,18000,United States,North America,No Info,0,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company460,Failed,2009,5,0,Software for Temporary Staffing,Human Resources (HR)|Career / Job Search,Operations,TechStars,,No,09/11/2009,18000,United States,North America,No Info,1,0,4,low,No,No,No,Product,Private,Local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company461,Failed,2010,4,-1,Meet awesome people,E-Commerce|Network / Hosting / Infrastructure,Operations,Bill Walton|TechStars,,No,03/01/2010,,United States,North America,No Info,0,1,3,low,No,No,No,Product,Private,Local,Yes,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company462,Failed,2010,4,4,Learnable websites. No coding.,,Operations,TechStars,0,No,03/02/2010,12000,United States,North America,No Info,2,0,2,low,No,No,No,Product,Private,Local,Yes,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company463,Failed,2007,7,18,Social Networking for Conferences,,Operations,David Cohen|Dave McClure|Brad Feld|Wendy Lea|David Brown|Jared Polis|Jared Wandry|Tom Keller|TechStars,0,No,09/01/2007,440000,United States,North America,No Info,2,0,11,medium,No,No,Yes,Service,Private,Local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
Company464,Failed,No Info,,,,,Targeting,,,,,,,,No Info,1,0,15,No Info,No,No,No,Service,Public,Local,No,No Info,No Info,No Info,,No Info,No Info,No Info,No Info,No Info,No Info
